filename,day,group,mean_hue,std_hue,mean_saturation,std_saturation,mean_value,std_value,mean_blue,mean_green,mean_red
Day0_Group_1.jpg,0,1,40.948289633416664,3.3891677457030895,173.12370349224474,55.08158711080262,73.23561694593667,24.876272241845115,27.66344071603849,73.23561694593667,57.06351266014412
Day0_Group_2.jpg,0,2,41.4677217147466,3.582718654496534,160.0657489238813,49.932959014163835,75.343588363739,25.753415026229888,31.932823945199228,75.343588363739,59.24091473552244
Day0_Group_3.jpg,0,3,39.521383906398455,2.50221781930258,169.68345929526006,48.57287625254325,83.10460812183034,22.473927049108003,31.10495973285248,83.10460812183034,66.96688515865246
Day0_Group_4.jpg,0,4,41.93492199708842,3.20503058872727,157.83005016363862,45.53425446651133,79.8683499365943,24.504946221818265,33.70251950531491,79.8683499365943,61.913482008663436
Day0_Group_5.jpg,0,5,39.06140424170097,2.6465300720681304,180.02783527583037,50.2098554825409,71.20220913386125,22.797836733530012,24.68695896872404,71.20220913386125,57.40303883995642
Day0_Group_6.jpg,0,6,40.83422134026558,3.4347952669138566,173.2983819679586,55.32419890709977,72.42095602141858,23.804997368900658,26.863515177311804,72.42095602141858,56.54850562940141
Day0_Group_7.jpg,0,7,40.56925939469552,3.6138805781194443,175.96890447202563,53.15054993632148,70.51171531616798,21.550516102046245,25.097297568600457,70.51171531616798,55.11144930341945
Day0_Group_8.jpg,0,8,39.47628068890267,3.5365938138488575,154.6008568961829,42.53266851191331,77.32658009470796,22.77510239716317,33.279380781702315,77.32658009470796,64.08107656816772
Day1_Group_1.jpg,1,1,41.22050643460734,2.906047802405059,157.56728622373828,51.057516773151335,67.66455636095822,24.504320924705098,29.497352507946353,67.66455636095822,53.771173152957594
Day1_Group_2.jpg,1,2,41.034028751954196,2.7429937978264882,158.2498869212118,54.428263898366204,76.84538339124241,24.79111795049609,33.18625446103783,76.84538339124241,61.08655273421324
