filename,day,group,mean_hue,std_hue,mean_saturation,std_saturation,mean_value,std_value,mean_blue,mean_green,mean_red
Day1_Group_3.jpg,1,3,40.37411370607238,3.2847799535779365,168.41831813143585,55.716335995831535,66.77939675302113,29.166133852821737,27.60166627759251,66.77939675302113,53.67903242357993
Day1_Group_4.jpg,1,4,42.221820568888965,3.470541715845381,171.84070650574907,57.92616250623526,69.84328127610439,29.875764543482617,27.85842237470264,69.84328127610439,53.57781454261049
Day1_Group_5.jpg,1,5,42.16906031313513,3.4519564727692615,154.38901587444568,55.31742007822512,69.84969570382214,24.874308763890234,31.431896019471953,69.84969570382214,54.80712801833096
Day1_Group_6.jpg,1,6,40.60032187596099,3.1128241410342072,157.5367691428439,57.631318777389225,75.31803781861224,27.017463319273137,32.99137143238429,75.31803781861224,60.648945598756015
Day1_Group_7.jpg,1,7,41.96029269245609,3.2423190716366763,149.53175233779197,51.75224665097028,65.84640157720861,25.713260909449115,31.298819656641243,65.84640157720861,52.750136294709684
Day1_Group_8.jpg,1,8,40.62775491038802,2.784491300633069,154.52265992131262,52.19963626744397,76.04816970422178,27.12811159952317,34.08100937962686,76.04816970422178,61.62795636220431
Day2_Group_1.jpg,2,1,41.10372704282575,3.0962859983682702,157.83146675195098,58.48315581740195,62.53126597846966,25.832897718328024,28.396540457731952,62.53126597846966,50.36672845830841
Day2_Group_2.jpg,2,2,40.59215103526257,2.9193085957774367,164.12741772376108,55.66198370711282,77.25698773914637,25.502428329399173,31.679424915916453,77.25698773914637,61.6004615584239
Day2_Group_3.jpg,2,3,40.19175448346622,3.720783913747452,169.03992796528652,56.51756244317425,57.0331915439369,30.378216608180818,23.834627963149007,57.0331915439369,46.49288523609003
Day2_Group_4.jpg,2,4,41.592282158478426,3.1325163733719714,178.1257542743556,57.48707597771264,64.19467392903512,29.61305052177026,24.475436348855716,64.19467392903512,49.60625616816277
Day2_Group_5.jpg,2,5,42.80040820449886,3.6295998813295323,155.73157748028197,52.481757992073604,64.41244556026162,23.43159967421219,28.536148173369053,64.41244556026162,49.788892609665204
Day2_Group_6.jpg,2,6,41.48217650135967,3.4357150139778057,158.87895307967332,57.90500826504875,72.37087334148988,28.990275913046766,32.64605999818423,72.37087334148988,57.67715892731305
Day2_Group_7.jpg,2,7,42.13917162496587,3.1057282697633366,145.93921069416908,47.84652433954672,67.23737886658299,23.64655566803504,31.955231226006706,67.23737886658299,53.5166481213865
Day2_Group_8.jpg,2,8,41.78630018396277,3.7263781496272723,161.38162330401266,53.19701323922794,68.99780893636537,28.290894623737866,29.770224826214438,68.99780893636537,54.4424474778549
Day3_Group_1.jpg,3,1,40.99447018382902,4.070360234107778,144.93747617115895,55.358238604585104,59.567734910434055,24.260129681263024,29.427555748050228,59.567734910434055,49.047614980830176
Day3_Group_2.jpg,3,2,39.463168002184695,3.171821138056689,169.6235380785058,53.01618845580146,77.79359171578737,26.411057390693955,30.338063530062094,77.79359171578737,63.46518862242151
Day3_Group_3.jpg,3,3,39.87239909719559,4.192316099299228,175.52167065139346,56.51319326663634,55.41565547254399,29.942586376861808,21.71393607794795,55.41565547254399,45.22614246706488
Day3_Group_4.jpg,3,4,41.27525666998341,3.8841995312757494,156.46650221851473,53.81110841912402,73.88253167296263,27.973417058513764,32.43431346673909,73.88253167296263,59.24512010831938
Day3_Group_5.jpg,3,5,42.91306582885919,4.589242972891839,155.18727267963223,51.3406248183621,63.24068041080183,26.65840172919437,28.801772272249167,63.24068041080183,49.54229235005746
Day3_Group_6.jpg,3,6,40.44229036204356,3.567138059705768,152.6591869553491,51.419551462636576,76.20549246521185,28.49178146995969,34.83882337455045,76.20549246521185,62.53341568778703
Day3_Group_7.jpg,3,7,42.081967174077406,4.110128726815922,152.62152080344333,50.67216299576845,64.52125826750091,27.05467925806259,29.88132661019068,64.52125826750091,51.4174297671705
Day3_Group_8.jpg,3,8,40.97846116201431,3.890870765864,161.19955616499422,53.46239917703723,72.74875958775674,29.484529696733734,31.541173449363562,72.74875958775674,58.558757261983786
Day4_Group_3.jpg,4,3,43.182415997722394,3.9267932730503645,105.11091580895322,36.44070434945012,58.86107827421661,18.47052996202457,36.17442580134057,58.86107827421661,49.131132676870514
Day4_Group_4.jpg,4,4,41.67730324155827,4.008039104120322,140.1205918467671,47.298777275153654,66.29739886228319,28.23524359561527,32.78807616267082,66.29739886228319,54.30553896712208
Day4_Group_5.jpg,4,5,45.07532191044793,5.138103827878102,124.92400122067805,38.785438796684986,62.96265940045038,23.036824877748,34.039565010507374,62.96265940045038,49.636770178430154
Day4_Group_6.jpg,4,6,42.207440015908425,3.6678725269877437,142.216836164901,49.060097024300966,73.92559512870463,27.858790192153634,36.5461857949453,73.92559512870463,59.39814791253759
Day4_Group_7.jpg,4,7,44.90508971072867,4.866049850809989,133.92653556479348,44.974029859641696,60.45603061436951,23.67196133431044,31.460025416244857,60.45603061436951,47.07961459208363
Day4_Group_8.jpg,4,8,42.32554984542853,4.177796939581447,149.0508958068896,49.341524203163914,70.81540208483518,28.080716533006285,33.352498131432185,70.81540208483518,56.387325360777325
Day5_Group_1.jpg,5,1,40.72695037936161,3.2663605622849157,134.95556548263033,52.44840748782042,56.35508177040072,20.062986517193853,29.380600557001962,56.35508177040072,46.90556792562139
Day5_Group_2.jpg,5,2,40.43094514285538,3.91658418688369,133.05238261791365,50.82628821130878,65.49362801669612,21.530497543748126,33.76141772198708,65.49362801669612,55.32455436177704
Day5_Group_3.jpg,5,3,39.75054938017474,4.208247992798801,159.80432917066923,60.5216125493864,53.4578473079914,29.430344720243284,24.60252321485751,53.4578473079914,45.05376149306985
Day5_Group_4.jpg,5,4,40.337408454268335,3.8317291474097765,158.1272529602748,55.10551007883169,68.68893391056186,30.32655707404742,30.220170559939266,68.68893391056186,56.404481982175476
Day5_Group_5.jpg,5,5,43.627774553326326,4.4077090344521155,143.55949287221935,51.403119206773106,60.14448679804999,25.787125906383313,29.808519872207146,60.14448679804999,47.39428418049259
Day5_Group_6.jpg,5,6,41.216757980938034,3.581946766115075,155.61743793193065,56.47402097888109,71.58442371236269,29.400644395264056,32.86641243642034,71.58442371236269,57.669360305076296
Day5_Group_7.jpg,5,7,43.662148120468345,4.118234536913865,153.9161094284703,54.24110985676805,56.45031402011302,26.203930862957844,26.352518716647655,56.45031402011302,43.61112968571766
Day5_Group_8.jpg,5,8,40.59672017935792,3.2170721133171813,154.81867560680845,51.66263479084492,72.28953300575125,27.808366643370206,32.5011283337272,72.28953300575125,58.93056125266472
Day6_Group_1.jpg,6,1,40.916506394930806,3.7473794792826265,147.44350465584967,57.24030938660006,54.10904853488611,20.63998097050196,26.032745020950436,54.10904853488611,44.205020312892934
Day6_Group_2.jpg,6,2,39.5348671062438,3.915127261561121,145.74614420598414,57.77609858502872,59.86554208974779,26.246463974317816,29.71478754563105,59.86554208974779,50.99401396583071
Day6_Group_3.jpg,6,3,39.30123905089256,4.524798876574169,156.51481871604392,59.969736074665775,54.49435358687216,30.231643134983923,25.460358687215876,54.49435358687216,46.50404701186384
Day6_Group_4.jpg,6,4,40.38731516671539,3.901803806724503,158.08900206695287,54.83762595659042,71.37177626303813,32.02032157328072,31.77836674821642,71.37177626303813,58.59907183729713
Day6_Group_5.jpg,6,5,43.12772674914803,5.028727770259225,153.8316433208199,54.37538033421149,55.1508637068072,25.819163098538617,25.529138043882632,55.1508637068072,43.41757533437181
Day6_Group_6.jpg,6,6,40.44173881450005,3.7460926010856603,151.75011932177839,50.09171726792287,78.02220231331924,28.78065517807886,35.80727529988412,78.02220231331924,64.19234106508368
Day6_Group_7.jpg,6,7,42.91419824947182,4.868119125401613,153.91740118631853,53.876771701365435,54.48431074236274,24.102117837032445,25.12398240027266,54.48431074236274,42.80481179666278
Day6_Group_8.jpg,6,8,40.52891530694589,3.336973702747777,163.3435471490149,52.139156300205975,68.67147177882313,28.898315292456775,29.038085303206252,68.67147177882313,55.54064991044541
