filename,pixel_count,coverage_percent,mean_hue,std_hue,mean_saturation,std_saturation,mean_value,std_value,mean_blue,mean_green,mean_red,image_width,image_height
cilantro.jpg,1213284,9.950849552784076,41.210479986548904,2.6165446327863986,140.28786747373246,40.76706543509501,70.67066490615552,21.88728325587931,34.19351034053033,70.67066490615552,57.52327072639217,3024,4032
